frame	video	movie	director	score	genre_action	genre_adventure	genre_animation	genre_comedy	genre_crime	genre_drama	genre_fantasy	genre_horror	genre_musical	genre_mystery	genre_romance	genre_thriller	genre_war
scene-ringu-032-frame-022.png	scene-ringu-032.mp4	ringu	Hideo Nakata	1.140575	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-032-frame-019.png	scene-ringu-032.mp4	ringu	Hideo Nakata	59.32929	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-032-frame-017.png	scene-ringu-032.mp4	ringu	Hideo Nakata	1.2194498	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-032-frame-010.png	scene-ringu-032.mp4	ringu	Hideo Nakata	8.302361999999999	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-032-frame-001.png	scene-ringu-032.mp4	ringu	Hideo Nakata	0.8453187	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-032-frame-006.png	scene-ringu-032.mp4	ringu	Hideo Nakata	15.445488000000001	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-032-frame-008.png	scene-ringu-032.mp4	ringu	Hideo Nakata	29.846193	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-009-frame-012.png	scene-ringu-009.mp4	ringu	Hideo Nakata	21.283072	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-009-frame-003.png	scene-ringu-009.mp4	ringu	Hideo Nakata	21.91934	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-009-frame-004.png	scene-ringu-009.mp4	ringu	Hideo Nakata	15.920160000000001	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-009-frame-021.png	scene-ringu-009.mp4	ringu	Hideo Nakata	5.667872	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-009-frame-013.png	scene-ringu-009.mp4	ringu	Hideo Nakata	12.056158	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-009-frame-005.png	scene-ringu-009.mp4	ringu	Hideo Nakata	1.000205	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-009-frame-002.png	scene-ringu-009.mp4	ringu	Hideo Nakata	41.225796	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-009-frame-008.png	scene-ringu-009.mp4	ringu	Hideo Nakata	8.08923	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-009-frame-001.png	scene-ringu-009.mp4	ringu	Hideo Nakata	2.0138361000000002	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-009-frame-006.png	scene-ringu-009.mp4	ringu	Hideo Nakata	28.226831	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-009-frame-019.png	scene-ringu-009.mp4	ringu	Hideo Nakata	8.887243	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-009-frame-007.png	scene-ringu-009.mp4	ringu	Hideo Nakata	26.416718	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-009-frame-018.png	scene-ringu-009.mp4	ringu	Hideo Nakata	19.717543	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-009-frame-016.png	scene-ringu-009.mp4	ringu	Hideo Nakata	16.729567000000003	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-009-frame-023.png	scene-ringu-009.mp4	ringu	Hideo Nakata	15.632181	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-after_life-020-frame-009.png	scene-after_life-020.mp4	after_life	Hirokazu Koreeda	10.372971000000001	0	0	0	0	0	1	1	0	0	0	0	0	0
scene-after_life-020-frame-007.png	scene-after_life-020.mp4	after_life	Hirokazu Koreeda	353.968	0	0	0	0	0	1	1	0	0	0	0	0	0
scene-after_life-020-frame-016.png	scene-after_life-020.mp4	after_life	Hirokazu Koreeda	2.9850602000000004	0	0	0	0	0	1	1	0	0	0	0	0	0
scene-after_life-020-frame-011.png	scene-after_life-020.mp4	after_life	Hirokazu Koreeda	382.01108	0	0	0	0	0	1	1	0	0	0	0	0	0
scene-after_life-020-frame-018.png	scene-after_life-020.mp4	after_life	Hirokazu Koreeda	244.88762999999997	0	0	0	0	0	1	1	0	0	0	0	0	0
scene-after_life-020-frame-024.png	scene-after_life-020.mp4	after_life	Hirokazu Koreeda	348.5576	0	0	0	0	0	1	1	0	0	0	0	0	0
scene-after_life-020-frame-023.png	scene-after_life-020.mp4	after_life	Hirokazu Koreeda	408.9311	0	0	0	0	0	1	1	0	0	0	0	0	0
scene-after_life-020-frame-006.png	scene-after_life-020.mp4	after_life	Hirokazu Koreeda	509.35535	0	0	0	0	0	1	1	0	0	0	0	0	0
scene-after_life-020-frame-001.png	scene-after_life-020.mp4	after_life	Hirokazu Koreeda	540.2726	0	0	0	0	0	1	1	0	0	0	0	0	0
scene-after_life-020-frame-008.png	scene-after_life-020.mp4	after_life	Hirokazu Koreeda	105.81958	0	0	0	0	0	1	1	0	0	0	0	0	0
scene-after_life-020-frame-022.png	scene-after_life-020.mp4	after_life	Hirokazu Koreeda	374.00903	0	0	0	0	0	1	1	0	0	0	0	0	0
scene-after_life-020-frame-019.png	scene-after_life-020.mp4	after_life	Hirokazu Koreeda	501.1906	0	0	0	0	0	1	1	0	0	0	0	0	0
scene-after_life-020-frame-010.png	scene-after_life-020.mp4	after_life	Hirokazu Koreeda	10.749323	0	0	0	0	0	1	1	0	0	0	0	0	0
scene-after_life-020-frame-017.png	scene-after_life-020.mp4	after_life	Hirokazu Koreeda	2.6779242	0	0	0	0	0	1	1	0	0	0	0	0	0
scene-after_life-020-frame-021.png	scene-after_life-020.mp4	after_life	Hirokazu Koreeda	432.785	0	0	0	0	0	1	1	0	0	0	0	0	0
scene-after_life-020-frame-014.png	scene-after_life-020.mp4	after_life	Hirokazu Koreeda	140.21565	0	0	0	0	0	1	1	0	0	0	0	0	0
scene-after_life-020-frame-013.png	scene-after_life-020.mp4	after_life	Hirokazu Koreeda	367.2873	0	0	0	0	0	1	1	0	0	0	0	0	0
scene-after_life-020-frame-002.png	scene-after_life-020.mp4	after_life	Hirokazu Koreeda	586.8688	0	0	0	0	0	1	1	0	0	0	0	0	0
scene-after_life-020-frame-005.png	scene-after_life-020.mp4	after_life	Hirokazu Koreeda	609.9646	0	0	0	0	0	1	1	0	0	0	0	0	0
scene-after_life-020-frame-012.png	scene-after_life-020.mp4	after_life	Hirokazu Koreeda	224.44055	0	0	0	0	0	1	1	0	0	0	0	0	0
scene-after_life-020-frame-015.png	scene-after_life-020.mp4	after_life	Hirokazu Koreeda	376.41823999999997	0	0	0	0	0	1	1	0	0	0	0	0	0
scene-after_life-020-frame-020.png	scene-after_life-020.mp4	after_life	Hirokazu Koreeda	4.294632	0	0	0	0	0	1	1	0	0	0	0	0	0
scene-after_life-020-frame-004.png	scene-after_life-020.mp4	after_life	Hirokazu Koreeda	486.8257	0	0	0	0	0	1	1	0	0	0	0	0	0
scene-after_life-020-frame-003.png	scene-after_life-020.mp4	after_life	Hirokazu Koreeda	538.4497	0	0	0	0	0	1	1	0	0	0	0	0	0
scene-i_was_born_but-022-frame-015.png	scene-i_was_born_but-022.mp4	i_was_born_but	Yasujirō Ozu	21.674229	0	0	0	1	0	1	0	0	0	0	0	0	0
scene-i_was_born_but-022-frame-017.png	scene-i_was_born_but-022.mp4	i_was_born_but	Yasujirō Ozu	2.4570507999999998	0	0	0	1	0	1	0	0	0	0	0	0	0
scene-i_was_born_but-022-frame-006.png	scene-i_was_born_but-022.mp4	i_was_born_but	Yasujirō Ozu	23.08981	0	0	0	1	0	1	0	0	0	0	0	0	0
scene-ringu-029-frame-013.png	scene-ringu-029.mp4	ringu	Hideo Nakata	15.448685000000001	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-029-frame-014.png	scene-ringu-029.mp4	ringu	Hideo Nakata	58.289609999999996	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-029-frame-021.png	scene-ringu-029.mp4	ringu	Hideo Nakata	11.849934	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-029-frame-020.png	scene-ringu-029.mp4	ringu	Hideo Nakata	11.676625999999999	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-029-frame-015.png	scene-ringu-029.mp4	ringu	Hideo Nakata	31.516699	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-029-frame-012.png	scene-ringu-029.mp4	ringu	Hideo Nakata	11.976761999999999	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-029-frame-004.png	scene-ringu-029.mp4	ringu	Hideo Nakata	14.906801999999999	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-029-frame-007.png	scene-ringu-029.mp4	ringu	Hideo Nakata	87.03958	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-029-frame-009.png	scene-ringu-029.mp4	ringu	Hideo Nakata	28.198217	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-029-frame-023.png	scene-ringu-029.mp4	ringu	Hideo Nakata	36.0418	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-029-frame-024.png	scene-ringu-029.mp4	ringu	Hideo Nakata	39.862724	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-029-frame-018.png	scene-ringu-029.mp4	ringu	Hideo Nakata	29.768746999999998	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-029-frame-011.png	scene-ringu-029.mp4	ringu	Hideo Nakata	28.002913	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-029-frame-016.png	scene-ringu-029.mp4	ringu	Hideo Nakata	22.926315	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-029-frame-008.png	scene-ringu-029.mp4	ringu	Hideo Nakata	23.259826999999998	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-029-frame-001.png	scene-ringu-029.mp4	ringu	Hideo Nakata	13.968084	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-029-frame-006.png	scene-ringu-029.mp4	ringu	Hideo Nakata	6.676325299999999	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-029-frame-017.png	scene-ringu-029.mp4	ringu	Hideo Nakata	12.507228	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-029-frame-010.png	scene-ringu-029.mp4	ringu	Hideo Nakata	20.4832	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-029-frame-019.png	scene-ringu-029.mp4	ringu	Hideo Nakata	4.604435	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-029-frame-022.png	scene-ringu-029.mp4	ringu	Hideo Nakata	14.32952	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-rashomon-037-frame-007.png	scene-rashomon-037.mp4	rashomon	Akira Kurosawa	108.88368	0	0	0	0	1	1	0	0	0	1	0	0	0
scene-rashomon-037-frame-009.png	scene-rashomon-037.mp4	rashomon	Akira Kurosawa	113.45347	0	0	0	0	1	1	0	0	0	1	0	0	0
scene-rashomon-037-frame-011.png	scene-rashomon-037.mp4	rashomon	Akira Kurosawa	120.90185	0	0	0	0	1	1	0	0	0	1	0	0	0
scene-rashomon-037-frame-024.png	scene-rashomon-037.mp4	rashomon	Akira Kurosawa	53.210606000000006	0	0	0	0	1	1	0	0	0	1	0	0	0
scene-rashomon-037-frame-022.png	scene-rashomon-037.mp4	rashomon	Akira Kurosawa	50.388443	0	0	0	0	1	1	0	0	0	1	0	0	0
scene-rashomon-037-frame-010.png	scene-rashomon-037.mp4	rashomon	Akira Kurosawa	116.89108999999999	0	0	0	0	1	1	0	0	0	1	0	0	0
scene-rashomon-037-frame-019.png	scene-rashomon-037.mp4	rashomon	Akira Kurosawa	65.77228000000001	0	0	0	0	1	1	0	0	0	1	0	0	0
scene-rashomon-037-frame-013.png	scene-rashomon-037.mp4	rashomon	Akira Kurosawa	148.86536999999998	0	0	0	0	1	1	0	0	0	1	0	0	0
scene-rashomon-037-frame-015.png	scene-rashomon-037.mp4	rashomon	Akira Kurosawa	98.99425	0	0	0	0	1	1	0	0	0	1	0	0	0
scene-rashomon-037-frame-003.png	scene-rashomon-037.mp4	rashomon	Akira Kurosawa	73.82091	0	0	0	0	1	1	0	0	0	1	0	0	0
scene-rashomon-037-frame-004.png	scene-rashomon-037.mp4	rashomon	Akira Kurosawa	46.692734	0	0	0	0	1	1	0	0	0	1	0	0	0
scene-grave_of_the_fireflies-027-frame-024.png	scene-grave_of_the_fireflies-027.mp4	grave_of_the_fireflies	Isao Takahata	29.20679	0	0	1	0	0	1	0	0	0	0	0	0	1
scene-ringu-046-frame-001.png	scene-ringu-046.mp4	ringu	Hideo Nakata	1.0482408	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-046-frame-006.png	scene-ringu-046.mp4	ringu	Hideo Nakata	21.074673	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-046-frame-008.png	scene-ringu-046.mp4	ringu	Hideo Nakata	10.007722	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-046-frame-019.png	scene-ringu-046.mp4	ringu	Hideo Nakata	85.08159	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-046-frame-017.png	scene-ringu-046.mp4	ringu	Hideo Nakata	47.621094	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-046-frame-010.png	scene-ringu-046.mp4	ringu	Hideo Nakata	1.2877667	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-046-frame-022.png	scene-ringu-046.mp4	ringu	Hideo Nakata	14.311827	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-046-frame-009.png	scene-ringu-046.mp4	ringu	Hideo Nakata	12.667133	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-046-frame-007.png	scene-ringu-046.mp4	ringu	Hideo Nakata	16.697674	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-046-frame-023.png	scene-ringu-046.mp4	ringu	Hideo Nakata	22.977247	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-046-frame-024.png	scene-ringu-046.mp4	ringu	Hideo Nakata	89.659775	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-046-frame-011.png	scene-ringu-046.mp4	ringu	Hideo Nakata	64.2644	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-046-frame-016.png	scene-ringu-046.mp4	ringu	Hideo Nakata	50.076378000000005	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-046-frame-018.png	scene-ringu-046.mp4	ringu	Hideo Nakata	47.05225	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-046-frame-015.png	scene-ringu-046.mp4	ringu	Hideo Nakata	18.485857	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-046-frame-012.png	scene-ringu-046.mp4	ringu	Hideo Nakata	0.8207304	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-046-frame-003.png	scene-ringu-046.mp4	ringu	Hideo Nakata	4.4657893	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-046-frame-004.png	scene-ringu-046.mp4	ringu	Hideo Nakata	18.885008	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-046-frame-013.png	scene-ringu-046.mp4	ringu	Hideo Nakata	1.9705970000000002	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-046-frame-014.png	scene-ringu-046.mp4	ringu	Hideo Nakata	0.31380504	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-046-frame-021.png	scene-ringu-046.mp4	ringu	Hideo Nakata	17.886473000000002	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-046-frame-005.png	scene-ringu-046.mp4	ringu	Hideo Nakata	24.770306	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-046-frame-002.png	scene-ringu-046.mp4	ringu	Hideo Nakata	8.081127	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-rashomon-028-frame-020.png	scene-rashomon-028.mp4	rashomon	Akira Kurosawa	17.306555	0	0	0	0	1	1	0	0	0	1	0	0	0
scene-rashomon-028-frame-003.png	scene-rashomon-028.mp4	rashomon	Akira Kurosawa	68.87241999999999	0	0	0	0	1	1	0	0	0	1	0	0	0
scene-rashomon-028-frame-021.png	scene-rashomon-028.mp4	rashomon	Akira Kurosawa	24.039242	0	0	0	0	1	1	0	0	0	1	0	0	0
scene-rashomon-028-frame-005.png	scene-rashomon-028.mp4	rashomon	Akira Kurosawa	79.18895	0	0	0	0	1	1	0	0	0	1	0	0	0
scene-rashomon-028-frame-001.png	scene-rashomon-028.mp4	rashomon	Akira Kurosawa	103.35189	0	0	0	0	1	1	0	0	0	1	0	0	0
scene-rashomon-028-frame-008.png	scene-rashomon-028.mp4	rashomon	Akira Kurosawa	90.94275999999999	0	0	0	0	1	1	0	0	0	1	0	0	0
scene-rashomon-028-frame-010.png	scene-rashomon-028.mp4	rashomon	Akira Kurosawa	58.598064	0	0	0	0	1	1	0	0	0	1	0	0	0
scene-rashomon-028-frame-022.png	scene-rashomon-028.mp4	rashomon	Akira Kurosawa	24.293997	0	0	0	0	1	1	0	0	0	1	0	0	0
scene-rashomon-028-frame-024.png	scene-rashomon-028.mp4	rashomon	Akira Kurosawa	74.56917	0	0	0	0	1	1	0	0	0	1	0	0	0
scene-rashomon-028-frame-023.png	scene-rashomon-028.mp4	rashomon	Akira Kurosawa	63.108819999999994	0	0	0	0	1	1	0	0	0	1	0	0	0
scene-rashomon-028-frame-011.png	scene-rashomon-028.mp4	rashomon	Akira Kurosawa	112.22053999999999	0	0	0	0	1	1	0	0	0	1	0	0	0
scene-rashomon-028-frame-018.png	scene-rashomon-028.mp4	rashomon	Akira Kurosawa	30.665064	0	0	0	0	1	1	0	0	0	1	0	0	0
scene-to_live-015-frame-008.png	scene-to_live-015.mp4	to_live	Zhang Yimou	19.759342	0	0	0	0	0	1	0	0	0	0	0	0	1
scene-to_live-015-frame-006.png	scene-to_live-015.mp4	to_live	Zhang Yimou	35.905853	0	0	0	0	0	1	0	0	0	0	0	0	1
scene-to_live-015-frame-010.png	scene-to_live-015.mp4	to_live	Zhang Yimou	382.3696	0	0	0	0	0	1	0	0	0	0	0	0	1
scene-to_live-015-frame-017.png	scene-to_live-015.mp4	to_live	Zhang Yimou	109.39038000000001	0	0	0	0	0	1	0	0	0	0	0	0	1
scene-to_live-015-frame-019.png	scene-to_live-015.mp4	to_live	Zhang Yimou	14.215497000000001	0	0	0	0	0	1	0	0	0	0	0	0	1
scene-to_live-015-frame-022.png	scene-to_live-015.mp4	to_live	Zhang Yimou	51.28125	0	0	0	0	0	1	0	0	0	0	0	0	1
scene-to_live-015-frame-007.png	scene-to_live-015.mp4	to_live	Zhang Yimou	22.975479999999997	0	0	0	0	0	1	0	0	0	0	0	0	1
scene-to_live-015-frame-009.png	scene-to_live-015.mp4	to_live	Zhang Yimou	26.22216	0	0	0	0	0	1	0	0	0	0	0	0	1
scene-to_live-015-frame-024.png	scene-to_live-015.mp4	to_live	Zhang Yimou	4.3359523	0	0	0	0	0	1	0	0	0	0	0	0	1
scene-to_live-015-frame-023.png	scene-to_live-015.mp4	to_live	Zhang Yimou	163.04	0	0	0	0	0	1	0	0	0	0	0	0	1
scene-to_live-015-frame-018.png	scene-to_live-015.mp4	to_live	Zhang Yimou	17.211397	0	0	0	0	0	1	0	0	0	0	0	0	1
scene-to_live-015-frame-016.png	scene-to_live-015.mp4	to_live	Zhang Yimou	500.46915	0	0	0	0	0	1	0	0	0	0	0	0	1
scene-to_live-015-frame-011.png	scene-to_live-015.mp4	to_live	Zhang Yimou	201.86864	0	0	0	0	0	1	0	0	0	0	0	0	1
scene-to_live-015-frame-020.png	scene-to_live-015.mp4	to_live	Zhang Yimou	15.855854999999998	0	0	0	0	0	1	0	0	0	0	0	0	1
scene-to_live-015-frame-012.png	scene-to_live-015.mp4	to_live	Zhang Yimou	5.1550082999999995	0	0	0	0	0	1	0	0	0	0	0	0	1
scene-to_live-015-frame-015.png	scene-to_live-015.mp4	to_live	Zhang Yimou	7.4426303	0	0	0	0	0	1	0	0	0	0	0	0	1
scene-to_live-015-frame-004.png	scene-to_live-015.mp4	to_live	Zhang Yimou	16.598776	0	0	0	0	0	1	0	0	0	0	0	0	1
scene-to_live-015-frame-003.png	scene-to_live-015.mp4	to_live	Zhang Yimou	7.794264999999999	0	0	0	0	0	1	0	0	0	0	0	0	1
scene-to_live-015-frame-014.png	scene-to_live-015.mp4	to_live	Zhang Yimou	221.82622	0	0	0	0	0	1	0	0	0	0	0	0	1
scene-to_live-015-frame-013.png	scene-to_live-015.mp4	to_live	Zhang Yimou	46.089405	0	0	0	0	0	1	0	0	0	0	0	0	1
scene-to_live-015-frame-021.png	scene-to_live-015.mp4	to_live	Zhang Yimou	40.40448	0	0	0	0	0	1	0	0	0	0	0	0	1
scene-to_live-015-frame-002.png	scene-to_live-015.mp4	to_live	Zhang Yimou	809.62195	0	0	0	0	0	1	0	0	0	0	0	0	1
scene-to_live-015-frame-005.png	scene-to_live-015.mp4	to_live	Zhang Yimou	11.0104685	0	0	0	0	0	1	0	0	0	0	0	0	1
scene-goddess-017-frame-007.png	scene-goddess-017.mp4	goddess	Wu Yonggang	0.16921535	0	0	0	0	0	1	0	0	0	0	0	0	0
scene-goddess-017-frame-011.png	scene-goddess-017.mp4	goddess	Wu Yonggang	0.32833523	0	0	0	0	0	1	0	0	0	0	0	0	0
scene-goddess-017-frame-003.png	scene-goddess-017.mp4	goddess	Wu Yonggang	6.3505139999999995	0	0	0	0	0	1	0	0	0	0	0	0	0
scene-ringu-018-frame-020.png	scene-ringu-018.mp4	ringu	Hideo Nakata	21.621561	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-018-frame-015.png	scene-ringu-018.mp4	ringu	Hideo Nakata	20.140364	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-018-frame-003.png	scene-ringu-018.mp4	ringu	Hideo Nakata	1.9796398000000002	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-018-frame-014.png	scene-ringu-018.mp4	ringu	Hideo Nakata	11.386499	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-018-frame-021.png	scene-ringu-018.mp4	ringu	Hideo Nakata	11.547924	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-018-frame-005.png	scene-ringu-018.mp4	ringu	Hideo Nakata	25.515604	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-018-frame-002.png	scene-ringu-018.mp4	ringu	Hideo Nakata	21.09355	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-018-frame-001.png	scene-ringu-018.mp4	ringu	Hideo Nakata	15.064921	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-018-frame-006.png	scene-ringu-018.mp4	ringu	Hideo Nakata	9.241373	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-018-frame-017.png	scene-ringu-018.mp4	ringu	Hideo Nakata	10.459050999999999	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-018-frame-010.png	scene-ringu-018.mp4	ringu	Hideo Nakata	13.805465	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-018-frame-019.png	scene-ringu-018.mp4	ringu	Hideo Nakata	12.162208	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-018-frame-022.png	scene-ringu-018.mp4	ringu	Hideo Nakata	18.007595000000002	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-018-frame-007.png	scene-ringu-018.mp4	ringu	Hideo Nakata	23.498920000000002	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-018-frame-009.png	scene-ringu-018.mp4	ringu	Hideo Nakata	11.535966	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-018-frame-023.png	scene-ringu-018.mp4	ringu	Hideo Nakata	8.05531	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-018-frame-024.png	scene-ringu-018.mp4	ringu	Hideo Nakata	6.120573	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-018-frame-018.png	scene-ringu-018.mp4	ringu	Hideo Nakata	15.305148	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-018-frame-011.png	scene-ringu-018.mp4	ringu	Hideo Nakata	4.9971004	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-ringu-018-frame-016.png	scene-ringu-018.mp4	ringu	Hideo Nakata	12.383485	0	0	0	0	0	0	0	1	0	1	0	0	0
scene-after_life-033-frame-022.png	scene-after_life-033.mp4	after_life	Hirokazu Koreeda	360.41095	0	0	0	0	0	1	1	0	0	0	0	0	0
scene-after_life-033-frame-019.png	scene-after_life-033.mp4	after_life	Hirokazu Koreeda	558.10077	0	0	0	0	0	1	1	0	0	0	0	0	0
scene-after_life-033-frame-010.png	scene-after_life-033.mp4	after_life	Hirokazu Koreeda	35.907394000000004	0	0	0	0	0	1	1	0	0	0	0	0	0
